Date,CPU Utilization,CPU Power
2022-10-28 19:07:35,0.25063,1.91832
2022-10-28 19:07:36,0.25063,1.90826
2022-10-28 19:07:37,0.25126,1.92051
2022-10-28 19:07:38,0.25126,1.92051
2022-10-28 19:07:39,0.25126,1.92051
2022-10-28 19:07:40,0.25189,1.93298
2022-10-28 19:07:41,0.25313,1.92734
2022-10-28 19:07:42,0.25126,1.93077
2022-10-28 19:07:43,0.25126,1.92051
2022-10-28 19:07:44,0.25126,1.92051
2022-10-28 19:07:45,0.25126,1.92051
2022-10-28 19:07:46,0.25000,1.90608
2022-10-28 19:07:47,0.25189,1.88358
2022-10-28 19:07:48,0.25063,1.90826
2022-10-28 19:07:49,0.25189,1.93298
2022-10-28 19:07:50,0.25126,1.91045
2022-10-28 19:07:51,0.25126,1.92051
2022-10-28 19:07:52,0.25126,1.92051
2022-10-28 19:07:53,0.25126,1.92051
2022-10-28 19:07:54,0.25063,1.90826
2022-10-28 19:07:55,0.25126,1.91045
2022-10-28 19:07:56,0.25126,1.91045
2022-10-28 19:07:57,0.25126,1.93077
2022-10-28 19:07:58,0.25063,1.90826
2022-10-28 19:07:59,0.25126,1.92051
2022-10-28 19:08:00,0.25189,1.92271
2022-10-28 19:08:01,0.25126,1.94124
2022-10-28 19:08:02,0.25189,1.94344
2022-10-28 19:08:03,0.25063,1.90826
2022-10-28 19:08:04,0.25126,1.92051
2022-10-28 19:08:05,0.25377,1.93972
2022-10-28 19:08:06,0.25126,1.92051
2022-10-28 19:08:07,0.25063,1.90826
2022-10-28 19:08:08,0.25189,1.93298
2022-10-28 19:08:09,0.25126,1.92051
2022-10-28 19:08:10,0.25189,1.93298
2022-10-28 19:08:11,0.25250,1.92514
2022-10-28 19:08:12,0.25126,1.92051
2022-10-28 19:08:13,0.25126,1.92051
2022-10-28 19:08:14,0.25126,1.91045
2022-10-28 19:08:15,0.25126,1.92051
2022-10-28 19:08:16,0.25189,1.93298
2022-10-28 19:08:17,0.25000,1.90608
2022-10-28 19:08:18,0.25126,1.92051
2022-10-28 19:08:19,0.25126,1.92051
2022-10-28 19:08:20,0.25063,1.90826
2022-10-28 19:08:21,0.25189,1.92271
2022-10-28 19:08:22,0.25126,1.93077
2022-10-28 19:08:23,0.25126,1.92051
2022-10-28 19:08:24,0.25126,1.92051
2022-10-28 19:08:25,0.25063,1.90826
2022-10-28 19:08:26,0.25126,1.92051
2022-10-28 19:08:27,0.25126,1.92051
2022-10-28 19:08:28,0.25250,1.92514
2022-10-28 19:08:29,0.25126,1.92051
2022-10-28 19:08:30,0.25126,1.92051
2022-10-28 19:08:31,0.25126,1.92051
2022-10-28 19:08:32,0.24874,1.90131
2022-10-28 19:08:33,0.25377,1.93972
2022-10-28 19:08:34,0.25126,1.92051
2022-10-28 19:08:35,0.24874,1.90131
2022-10-28 19:08:36,0.25126,1.92051
2022-10-28 19:08:37,0.25189,1.93298
2022-10-28 19:08:38,0.25063,1.91832
2022-10-28 19:08:39,0.25063,1.92858
2022-10-28 19:08:40,0.25000,1.90608
2022-10-28 19:08:41,0.25189,1.93298
2022-10-28 19:08:42,0.25126,1.92051
2022-10-28 19:08:43,0.25126,1.92051
2022-10-28 19:08:44,0.25126,1.92051
2022-10-28 19:08:45,0.25126,1.92051
2022-10-28 19:08:46,0.25126,1.92051
2022-10-28 19:08:47,0.25377,1.93972
2022-10-28 19:08:48,0.25126,1.92051
2022-10-28 19:08:49,0.25189,1.93298
2022-10-28 19:08:50,0.25063,1.90826
2022-10-28 19:08:51,0.25126,1.92051
2022-10-28 19:08:52,0.25063,1.91832
2022-10-28 19:08:53,0.25000,1.89620
2022-10-28 19:08:54,0.25126,1.93077
2022-10-28 19:08:55,0.25126,1.92051
2022-10-28 19:08:56,0.25126,1.92051
2022-10-28 19:08:57,0.25126,1.92051
2022-10-28 19:08:58,0.25126,1.92051
2022-10-28 19:08:59,0.25126,1.92051
2022-10-28 19:09:00,0.25126,1.92051
2022-10-28 19:09:01,0.25189,1.93298
2022-10-28 19:09:02,0.25063,1.90826
2022-10-28 19:09:03,0.25126,1.92051
2022-10-28 19:09:04,0.25063,1.91832
2022-10-28 19:09:05,0.25126,1.92051
2022-10-28 19:09:06,0.25000,1.90608
2022-10-28 19:09:07,0.25126,1.92051
2022-10-28 19:09:08,0.25189,1.93298
2022-10-28 19:09:09,0.25063,1.90826
2022-10-28 19:09:10,0.25126,1.92051
2022-10-28 19:09:11,0.25126,1.92051
2022-10-28 19:09:12,0.25000,1.89620
2022-10-28 19:09:13,0.25189,1.93298
2022-10-28 19:09:14,0.25063,1.90826
2022-10-28 19:09:15,0.25189,1.93298
2022-10-28 19:09:16,0.25063,1.93905
2022-10-28 19:09:17,0.25126,1.93077
2022-10-28 19:09:18,0.25000,1.90608
2022-10-28 19:09:19,0.25189,1.93298
2022-10-28 19:09:20,0.25063,1.89838
2022-10-28 19:09:21,0.25189,1.93298
2022-10-28 19:09:22,0.25189,1.93298
2022-10-28 19:09:23,0.25126,1.92051
2022-10-28 19:09:24,0.25063,1.91832
2022-10-28 19:09:25,0.25126,1.92051
2022-10-28 19:09:26,0.25126,1.92051
2022-10-28 19:09:27,0.24812,1.88917
2022-10-28 19:09:28,0.25126,1.92051
2022-10-28 19:09:29,0.25126,1.92051
2022-10-28 19:09:30,0.25126,1.92051
2022-10-28 19:09:31,0.25126,1.92051
2022-10-28 19:09:32,0.25126,1.92051
2022-10-28 19:09:33,0.25063,1.90826
2022-10-28 19:09:34,0.25063,1.91832
2022-10-28 19:09:35,0.25000,1.90608
2022-10-28 19:09:36,0.25189,1.93298
2022-10-28 19:09:37,0.25063,1.90826
2022-10-28 19:09:38,0.25126,1.92051
2022-10-28 19:09:39,0.25126,1.92051
2022-10-28 19:09:40,0.25189,1.92271
2022-10-28 19:09:41,0.25377,1.93972
2022-10-28 19:09:42,0.25063,1.91832
2022-10-28 19:09:43,0.25126,1.92051
2022-10-28 19:09:44,0.25126,1.92051
2022-10-28 19:09:45,0.25126,1.92051
2022-10-28 19:09:46,0.25126,1.92051
2022-10-28 19:09:47,0.25126,1.92051
2022-10-28 19:09:48,0.25063,1.90826
2022-10-28 19:09:49,0.25126,1.92051
2022-10-28 19:09:50,0.25189,1.92271
2022-10-28 19:09:51,0.25126,1.92051
2022-10-28 19:09:52,0.25063,1.91832
2022-10-28 19:09:53,0.25063,1.93905
2022-10-28 19:09:54,0.25126,1.93077
2022-10-28 19:09:55,0.25189,1.93298
2022-10-28 19:09:56,0.25126,1.92051
2022-10-28 19:09:57,0.25063,1.90826
2022-10-28 19:09:58,0.25126,1.92051
2022-10-28 19:09:59,0.25189,1.93298
2022-10-28 19:10:00,0.25126,1.92051
2022-10-28 19:10:01,0.25063,1.90826
2022-10-28 19:10:02,0.25377,1.93972
2022-10-28 19:10:03,0.25189,1.93298
2022-10-28 19:10:04,0.25063,1.91832
2022-10-28 19:10:05,0.25126,1.92051
2022-10-28 19:10:06,0.25063,1.91832
2022-10-28 19:10:07,0.25126,1.92051
2022-10-28 19:10:08,0.25377,1.93972
2022-10-28 19:10:09,0.25063,1.90826
2022-10-28 19:10:10,0.25126,1.92051
2022-10-28 19:10:11,0.24874,1.90131
2022-10-28 19:10:12,0.25126,1.92051
2022-10-28 19:10:13,0.25189,1.93298
2022-10-28 19:10:14,0.25377,1.93972
2022-10-28 19:10:15,0.25126,1.92051
2022-10-28 19:10:16,0.25377,1.93972
2022-10-28 19:10:17,0.25126,1.92051
2022-10-28 19:10:18,0.25126,1.92051
2022-10-28 19:10:19,0.25189,1.92271
2022-10-28 19:10:20,0.25189,1.92271
2022-10-28 19:10:21,0.25126,1.92051
2022-10-28 19:10:22,0.25189,1.93298
2022-10-28 19:10:23,0.25063,1.90826
2022-10-28 19:10:24,0.25126,1.92051
2022-10-28 19:10:25,0.25189,1.92271
2022-10-28 19:10:26,0.25441,1.95230
2022-10-28 19:10:27,0.25126,1.92051
2022-10-28 19:10:28,0.24874,1.90131
2022-10-28 19:10:29,0.25126,1.93077
2022-10-28 19:10:30,0.25126,1.94124
2022-10-28 19:10:31,0.25126,1.93077
2022-10-28 19:10:32,0.25313,1.92734
2022-10-28 19:10:33,0.25063,1.90826
2022-10-28 19:10:34,0.25189,1.93298
2022-10-28 19:10:35,0.25063,1.90826
2022-10-28 19:10:36,0.25000,1.90608
2022-10-28 19:10:37,0.25253,1.88579
2022-10-28 19:10:38,0.25313,1.92734
2022-10-28 19:10:39,0.25189,1.93298
2022-10-28 19:10:40,0.25063,1.91832
2022-10-28 19:10:41,0.25126,1.92051
2022-10-28 19:10:42,0.25126,1.92051
2022-10-28 19:10:43,0.24874,1.90131
2022-10-28 19:10:44,0.24874,1.90131
2022-10-28 19:10:45,0.25126,1.92051
2022-10-28 19:10:46,0.25063,1.91832
2022-10-28 19:10:47,0.25126,1.92051
2022-10-28 19:10:48,0.25126,1.92051
2022-10-28 19:10:49,0.25126,1.92051
2022-10-28 19:10:50,0.25126,1.92051
2022-10-28 19:10:51,0.25126,1.92051
2022-10-28 19:10:52,0.25063,1.90826
2022-10-28 19:10:53,0.25063,1.90826
2022-10-28 19:10:54,0.25126,1.92051
2022-10-28 19:10:55,0.25189,1.93298
2022-10-28 19:10:56,0.25126,1.92051
2022-10-28 19:10:57,0.25126,1.92051
2022-10-28 19:10:58,0.25126,1.92051
2022-10-28 19:10:59,0.25126,1.92051
2022-10-28 19:11:00,0.25063,1.91832
2022-10-28 19:11:01,0.24874,1.90131
2022-10-28 19:11:02,0.25063,1.90826
2022-10-28 19:11:03,0.25126,1.92051
2022-10-28 19:11:04,0.25063,1.91832
2022-10-28 19:11:05,0.25126,1.92051
2022-10-28 19:11:06,0.25126,1.92051
2022-10-28 19:11:07,0.25063,1.92858
2022-10-28 19:11:08,0.25189,1.95412
2022-10-28 19:11:09,0.25000,1.89620
2022-10-28 19:11:10,0.25189,1.93298
2022-10-28 19:11:11,0.25063,1.91832
2022-10-28 19:11:12,0.25126,1.92051
2022-10-28 19:11:13,0.25126,1.92051
2022-10-28 19:11:14,0.25126,1.92051
2022-10-28 19:11:15,0.25063,1.90826
2022-10-28 19:11:16,0.25063,1.91832
2022-10-28 19:11:17,0.25189,1.93298
2022-10-28 19:11:18,0.25126,1.92051
2022-10-28 19:11:19,0.25126,1.92051
2022-10-28 19:11:20,0.25126,1.92051
2022-10-28 19:11:21,0.25126,1.92051
2022-10-28 19:11:22,0.25126,1.92051
2022-10-28 19:11:23,0.25126,1.92051
2022-10-28 19:11:24,0.25063,1.91832
2022-10-28 19:11:25,0.25189,1.93298
2022-10-28 19:11:26,0.25063,1.90826
2022-10-28 19:11:27,0.25126,1.92051
2022-10-28 19:11:28,0.25126,1.92051
2022-10-28 19:11:29,0.25126,1.92051
2022-10-28 19:11:30,0.25063,1.91832
2022-10-28 19:11:31,0.25126,1.92051
2022-10-28 19:11:32,0.25126,1.92051
2022-10-28 19:11:33,0.24874,1.89134
2022-10-28 19:11:34,0.25126,1.92051
2022-10-28 19:11:35,0.25126,1.92051
2022-10-28 19:11:36,0.25063,1.91832
2022-10-28 19:11:37,0.25126,1.92051
2022-10-28 19:11:38,0.25189,1.92271
2022-10-28 19:11:39,0.24874,1.90131
2022-10-28 19:11:40,0.25313,1.92734
2022-10-28 19:11:41,0.25189,1.93298
2022-10-28 19:11:42,0.25063,1.86986
2022-10-28 19:11:43,0.26178,1.95711
2022-10-28 19:11:44,0.25189,1.93298
2022-10-28 19:11:45,0.24812,1.89914
2022-10-28 19:11:46,0.25250,1.94567
2022-10-28 19:11:47,0.25189,1.93298
2022-10-28 19:11:48,0.25126,1.92051
2022-10-28 19:11:49,0.25000,1.92641
2022-10-28 19:11:50,0.25189,1.93298
2022-10-28 19:11:51,0.25126,1.92051
2022-10-28 19:11:52,0.25126,1.92051
2022-10-28 19:11:54,0.25510,1.94415
2022-10-28 19:11:55,0.25126,1.93077
2022-10-28 19:11:56,0.25126,1.92051
2022-10-28 19:11:57,0.25189,1.92271
2022-10-28 19:11:58,0.25063,1.91832
2022-10-28 19:11:59,0.25126,1.92051
2022-10-28 19:12:00,0.25126,1.92051
2022-10-28 19:12:01,0.25126,1.92051
2022-10-28 19:12:02,0.25189,1.93298
2022-10-28 19:12:03,0.25063,1.90826
2022-10-28 19:12:04,0.25189,1.92271
2022-10-28 19:12:05,0.25126,1.93077
2022-10-28 19:12:06,0.25126,1.92051
2022-10-28 19:12:07,0.25063,1.91832
2022-10-28 19:12:08,0.25126,1.92051
2022-10-28 19:12:09,0.25189,1.93298
2022-10-28 19:12:10,0.24812,1.88917
2022-10-28 19:12:11,0.25189,1.93298
2022-10-28 19:12:12,0.25189,1.93298
2022-10-28 19:12:13,0.25189,1.92271
2022-10-28 19:12:14,0.25250,1.91517
2022-10-28 19:12:15,0.25189,1.93298
2022-10-28 19:12:16,0.25063,1.90826
2022-10-28 19:12:17,0.25063,1.91832
2022-10-28 19:12:18,0.25063,1.90826
2022-10-28 19:12:19,0.25189,1.93298
2022-10-28 19:12:20,0.25126,1.92051
2022-10-28 19:12:21,0.25063,1.90826
2022-10-28 19:12:22,0.25126,1.92051
2022-10-28 19:12:23,0.25126,1.92051
2022-10-28 19:12:24,0.25126,1.92051
2022-10-28 19:12:25,0.25126,1.92051
2022-10-28 19:12:26,0.25126,1.92051
2022-10-28 19:12:27,0.25126,1.92051
2022-10-28 19:12:28,0.25377,1.93972
2022-10-28 19:12:29,0.25189,1.93298
2022-10-28 19:12:30,0.25126,1.92051
2022-10-28 19:12:31,0.25126,1.92051
2022-10-28 19:12:32,0.25063,1.92858
2022-10-28 19:12:33,0.25126,1.94124
2022-10-28 19:12:34,0.25189,1.93298
2022-10-28 19:12:35,0.25126,1.92051
2022-10-28 19:12:36,0.25126,1.92051
2022-10-28 19:12:37,0.25063,1.91832
2022-10-28 19:12:38,0.25063,1.90826
2022-10-28 19:12:39,0.25189,1.92271
2022-10-28 19:12:40,0.25441,1.94194
2022-10-28 19:12:41,0.25063,1.90826
2022-10-28 19:12:42,0.25126,1.92051
2022-10-28 19:12:43,0.25126,1.93077
2022-10-28 19:12:44,0.24874,1.90131
2022-10-28 19:12:45,0.25126,1.91045
2022-10-28 19:12:46,0.25126,1.92051
2022-10-28 19:12:47,0.25126,1.92051
2022-10-28 19:12:48,0.25126,1.93077
2022-10-28 19:12:49,0.25126,1.92051
2022-10-28 19:12:50,0.25063,1.91832
2022-10-28 19:12:51,0.25126,1.92051
2022-10-28 19:12:52,0.25063,1.90826
2022-10-28 19:12:53,0.25126,1.92051
2022-10-28 19:12:54,0.25189,1.92271
2022-10-28 19:12:55,0.25063,1.91832
2022-10-28 19:12:56,0.25126,1.92051
2022-10-28 19:12:57,0.25126,1.92051
2022-10-28 19:12:58,0.25126,1.92051
2022-10-28 19:12:59,0.25377,1.93972
2022-10-28 19:13:00,0.25126,1.92051
2022-10-28 19:13:01,0.25126,1.92051
2022-10-28 19:13:02,0.25126,1.92051
2022-10-28 19:13:03,0.25126,1.92051
2022-10-28 19:13:04,0.24874,1.90131
2022-10-28 19:13:05,0.25126,1.92051
2022-10-28 19:13:06,0.25126,1.92051
2022-10-28 19:13:07,0.25126,1.92051
2022-10-28 19:13:08,0.25189,1.93298
2022-10-28 19:13:09,0.24874,1.90131
2022-10-28 19:13:10,0.25189,1.95412
2022-10-28 19:13:11,0.25126,1.94124
2022-10-28 19:13:12,0.25126,1.92051
2022-10-28 19:13:13,0.25126,1.92051
2022-10-28 19:13:14,0.25126,1.92051
2022-10-28 19:13:15,0.25189,1.93298
2022-10-28 19:13:16,0.25063,1.90826
2022-10-28 19:13:17,0.25189,1.93298
2022-10-28 19:13:18,0.25000,1.90608
2022-10-28 19:13:19,0.25063,1.90826
2022-10-28 19:13:20,0.25063,1.91832
2022-10-28 19:13:21,0.25126,1.92051
2022-10-28 19:13:22,0.25126,1.92051
2022-10-28 19:13:23,0.25189,1.93298
2022-10-28 19:13:24,0.25126,1.92051
2022-10-28 19:13:25,0.25377,1.92955
2022-10-28 19:13:26,0.25189,1.93298
2022-10-28 19:13:27,0.25063,1.90826
2022-10-28 19:13:28,0.25189,1.93298
2022-10-28 19:13:29,0.25253,1.93519
2022-10-28 19:13:30,0.25063,1.91832
2022-10-28 19:13:31,0.25063,1.90826
2022-10-28 19:13:32,0.25126,1.92051
2022-10-28 19:13:33,0.25126,1.92051
2022-10-28 19:13:34,0.25126,1.92051
2022-10-28 19:13:35,0.25126,1.92051
2022-10-28 19:13:36,0.25126,1.92051
2022-10-28 19:13:37,0.25126,1.92051
2022-10-28 19:13:38,0.25126,1.92051
2022-10-28 19:13:39,0.25126,1.92051
2022-10-28 19:13:40,0.25313,1.92734
2022-10-28 19:13:41,0.25126,1.92051
2022-10-28 19:13:42,0.25126,1.92051
2022-10-28 19:13:43,0.25126,1.93077
2022-10-28 19:13:44,0.25063,1.91832
2022-10-28 19:13:45,0.25126,1.92051
2022-10-28 19:13:46,0.25126,1.92051
2022-10-28 19:13:47,0.25126,1.93077
2022-10-28 19:13:48,0.25189,1.95412
2022-10-28 19:13:49,0.25063,1.90826
2022-10-28 19:13:50,0.25126,1.92051
2022-10-28 19:13:51,0.25189,1.92271
2022-10-28 19:13:52,0.25063,1.90826
2022-10-28 19:13:53,0.25189,1.93298
2022-10-28 19:13:54,0.25377,1.93972
2022-10-28 19:13:55,0.25126,1.92051
2022-10-28 19:13:56,0.25126,1.92051
2022-10-28 19:13:57,0.25189,1.92271
2022-10-28 19:13:58,0.25253,1.93519
2022-10-28 19:13:59,0.25063,1.90826
2022-10-28 19:14:00,0.25377,1.95008
2022-10-28 19:14:01,0.25063,1.90826
2022-10-28 19:14:02,0.25126,1.92051
2022-10-28 19:14:03,0.25126,1.92051
2022-10-28 19:14:04,0.25189,1.92271
2022-10-28 19:14:05,0.25000,1.90608
2022-10-28 19:14:06,0.25189,1.88358
2022-10-28 19:14:07,0.25000,1.90608
2022-10-28 19:14:08,0.25189,1.93298
2022-10-28 19:14:09,0.25126,1.92051
2022-10-28 19:14:10,0.25063,1.90826
2022-10-28 19:14:11,0.25189,1.93298
2022-10-28 19:14:12,0.25126,1.92051
2022-10-28 19:14:13,0.25126,1.92051
2022-10-28 19:14:14,0.25126,1.92051
2022-10-28 19:14:15,0.25063,1.90826
2022-10-28 19:14:16,0.25189,1.93298
2022-10-28 19:14:17,0.25126,1.92051
2022-10-28 19:14:18,0.25063,1.91832
2022-10-28 19:14:19,0.25126,1.92051
2022-10-28 19:14:20,0.25063,1.90826
2022-10-28 19:14:21,0.25126,1.92051
2022-10-28 19:14:22,0.25189,1.92271
2022-10-28 19:14:23,0.25126,1.92051
2022-10-28 19:14:24,0.25063,1.91832
2022-10-28 19:14:25,0.25063,1.93905
2022-10-28 19:14:26,0.25063,1.91832
2022-10-28 19:14:27,0.25126,1.92051
2022-10-28 19:14:28,0.25189,1.92271
2022-10-28 19:14:29,0.25126,1.92051
2022-10-28 19:14:30,0.25313,1.93750
2022-10-28 19:14:31,0.25126,1.92051
2022-10-28 19:14:32,0.25063,1.91832
2022-10-28 19:14:33,0.25189,1.92271
2022-10-28 19:14:34,0.25063,1.90826
2022-10-28 19:14:35,0.25126,1.92051
2022-10-28 19:14:36,0.25000,1.90608
2022-10-28 19:14:37,0.25189,1.92271
2022-10-28 19:14:38,0.25063,1.91832
2022-10-28 19:14:39,0.25126,1.92051
2022-10-28 19:14:40,0.25063,1.90826
2022-10-28 19:14:41,0.25189,1.93298
2022-10-28 19:14:42,0.25063,1.90826
2022-10-28 19:14:43,0.25063,1.90826
2022-10-28 19:14:44,0.25126,1.92051
2022-10-28 19:14:45,0.25126,1.92051
